RNA Tumor Sample Barcode,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,pValue,Correlation,RMSE,Absolute score (sig.score),aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,ImmuneScore,StromaScore,MicroenvironmentScore
CRC.SW.U0030.T,0.013882 ,0.000000 ,0.081444 ,0.007753 ,0.000000 ,0.112737 ,0.004394 ,0.011336 ,0.004687 ,0.000000 ,0.010096 ,0.000636 ,0.000000 ,0.060042 ,0.009978 ,0.035605 ,0.000000 ,0.013936 ,0.000000 ,0.032900 ,0.006397 ,0.007775 ,0.006000 ,0.347806 ,0.940309 ,0.413598 ,0.000000 ,0.062397 ,0.000000 ,0.009700 ,0.267407 ,0.293608 ,0.000000 ,0.043151 ,0.000000 ,0.000000 ,0.071993 ,0.000000 ,0.036696 ,0.000000 ,0.213606 ,0.008890 ,0.010766 ,1.106333 ,0.000000 ,0.036106 ,0.360083 ,0.026103 ,0.000000 ,0.001781 ,0.000000 ,0.000000 ,0.035767 ,0.746725 ,0.490182 ,0.000000 ,0.290918 ,0.053093 ,0.067363 ,0.060555 ,0.006209 ,0.001744 ,0.000000 ,0.000000 ,0.225949 ,0.059285 ,0.000000 ,0.000000 ,0.000000 ,0.135076 ,0.061357 ,0.000000 ,0.010190 ,0.013920 ,0.000000 ,0.287601 ,0.737586 ,0.243310 ,0.136128 ,0.195431 ,0.000000 ,0.103126 ,0.000000 ,0.028261 ,0.000000 ,2.038427 ,0.000000 ,1.419514 ,0.776669 ,0.000000 ,0.125522 ,0.211240 ,0.336762 
CRC.SW.U0038.T,0.000000 ,0.001254 ,0.073409 ,0.003667 ,0.000000 ,0.106248 ,0.005441 ,0.002698 ,0.025215 ,0.000000 ,0.016887 ,0.000000 ,0.001579 ,0.000000 ,0.005308 ,0.097333 ,0.016422 ,0.004074 ,0.000000 ,0.031447 ,0.001652 ,0.005388 ,0.011000 ,0.296485 ,0.961199 ,0.398023 ,0.140551 ,0.031935 ,0.000000 ,0.000000 ,0.207243 ,0.074453 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000968 ,0.000000 ,0.000000 ,0.000000 ,0.693328 ,0.019845 ,0.000000 ,1.129947 ,0.000000 ,0.037505 ,0.308109 ,0.000000 ,0.211744 ,0.000000 ,0.546464 ,0.000000 ,0.026361 ,1.437475 ,0.246130 ,0.066019 ,0.210857 ,0.037259 ,0.035082 ,0.050675 ,0.000000 ,0.045667 ,0.065177 ,0.000000 ,0.078004 ,0.111594 ,0.000000 ,0.000000 ,0.360537 ,0.097013 ,0.117045 ,0.000000 ,0.055564 ,0.000000 ,0.000000 ,0.292875 ,0.207634 ,0.431428 ,0.032622 ,0.034043 ,0.000000 ,0.000000 ,0.000000 ,0.183862 ,0.064480 ,1.531550 ,0.000000 ,0.735640 ,0.627760 ,0.000000 ,0.049843 ,0.443254 ,0.493097 
CRC.SW.U0046.T,0.041091 ,0.000000 ,0.081856 ,0.008955 ,0.000000 ,0.077341 ,0.000000 ,0.007112 ,0.000000 ,0.000000 ,0.018379 ,0.000000 ,0.000000 ,0.081317 ,0.013932 ,0.070254 ,0.000000 ,0.000000 ,0.000000 ,0.046693 ,0.000000 ,0.025831 ,0.006000 ,0.355098 ,0.937690 ,0.472761 ,0.000000 ,0.181756 ,0.000000 ,0.000000 ,0.240666 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.035492 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.116264 ,0.000000 ,0.409812 ,0.019484 ,0.000000 ,0.590320 ,0.000000 ,0.115956 ,0.007211 ,0.668995 ,0.000000 ,0.012871 ,0.704314 ,0.316092 ,0.002229 ,0.547284 ,0.057136 ,0.000000 ,0.127799 ,0.041417 ,0.074377 ,0.032520 ,0.000000 ,0.147438 ,0.000000 ,0.113005 ,0.000000 ,0.097645 ,0.250557 ,0.042093 ,0.000000 ,0.064831 ,0.165569 ,0.000000 ,0.499542 ,0.460123 ,0.218609 ,0.653473 ,0.069947 ,0.000000 ,0.194773 ,0.096259 ,0.031623 ,0.077431 ,1.199013 ,0.000000 ,1.080641 ,0.093634 ,0.000000 ,0.251418 ,0.720536 ,0.971954 
CRC.SW.U0054.T,0.009073 ,0.000000 ,0.067118 ,0.025133 ,0.000000 ,0.084982 ,0.016394 ,0.022160 ,0.001878 ,0.000000 ,0.016799 ,0.000000 ,0.000000 ,0.072620 ,0.020168 ,0.063882 ,0.000000 ,0.000000 ,0.000000 ,0.049098 ,0.000000 ,0.007420 ,0.015000 ,0.251287 ,0.981789 ,0.456725 ,0.768648 ,0.000000 ,0.000000 ,0.201516 ,0.056635 ,0.177970 ,0.021502 ,0.050031 ,0.000000 ,0.000000 ,0.349700 ,0.272963 ,0.046898 ,0.000000 ,0.034267 ,0.000000 ,0.060172 ,0.763200 ,0.000000 ,0.048026 ,0.153787 ,0.009606 ,0.166176 ,0.000000 ,0.066326 ,0.000000 ,0.006823 ,0.110030 ,0.546664 ,0.038598 ,0.103392 ,0.135273 ,0.131397 ,0.012788 ,0.048928 ,0.000000 ,0.021027 ,0.027030 ,0.235143 ,0.157390 ,0.000000 ,0.000000 ,0.278267 ,0.099552 ,0.064760 ,0.014411 ,0.008868 ,0.034615 ,0.000000 ,0.567704 ,0.292465 ,0.211130 ,0.351226 ,0.188514 ,0.000000 ,0.000000 ,0.037726 ,0.037882 ,0.076176 ,1.121667 ,0.000000 ,1.486454 ,0.811756 ,0.000000 ,0.533972 ,0.110057 ,0.644029 
CRC.SW.U0057.T,0.000000 ,0.009422 ,0.053154 ,0.021262 ,0.000000 ,0.090700 ,0.028293 ,0.015867 ,0.000000 ,0.000000 ,0.023332 ,0.000000 ,0.000000 ,0.094663 ,0.020032 ,0.075539 ,0.000000 ,0.006376 ,0.000000 ,0.016061 ,0.001970 ,0.006431 ,0.021000 ,0.211475 ,0.998497 ,0.463102 ,0.316287 ,0.005347 ,0.000000 ,0.214593 ,0.859759 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.066643 ,0.019600 ,0.091273 ,0.000000 ,0.056397 ,0.000000 ,0.000000 ,0.507876 ,0.030430 ,0.040205 ,0.441397 ,0.218175 ,0.065767 ,0.086689 ,0.221172 ,0.000000 ,0.031456 ,0.884966 ,0.539409 ,0.000000 ,0.402773 ,0.000000 ,0.007900 ,0.006855 ,0.097010 ,0.136765 ,0.037997 ,0.061116 ,0.182073 ,0.122936 ,0.000000 ,0.000000 ,0.075062 ,0.193735 ,0.064074 ,0.031279 ,0.056278 ,0.000000 ,0.000000 ,0.701911 ,0.117306 ,0.278500 ,0.098922 ,0.127561 ,0.072692 ,0.000000 ,0.443781 ,0.104748 ,0.145239 ,0.845493 ,0.000000 ,1.038620 ,0.871342 ,0.000000 ,0.393055 ,0.333958 ,0.727013 
CRC.SW.U0062.T,0.047311 ,0.000000 ,0.130486 ,0.050133 ,0.000000 ,0.129096 ,0.006970 ,0.018929 ,0.002784 ,0.000000 ,0.009291 ,0.000000 ,0.012489 ,0.038139 ,0.016096 ,0.044764 ,0.000000 ,0.000000 ,0.024516 ,0.014694 ,0.003025 ,0.000000 ,0.001000 ,0.453612 ,0.890712 ,0.548722 ,0.126006 ,0.042850 ,0.000000 ,0.000000 ,0.092380 ,0.235277 ,0.004410 ,0.000000 ,0.000000 ,0.077529 ,0.083847 ,0.229108 ,0.181953 ,0.031807 ,0.658843 ,0.145358 ,0.000000 ,0.664726 ,0.000000 ,0.110240 ,0.797779 ,0.157737 ,0.089055 ,0.004752 ,0.407109 ,0.000000 ,0.013136 ,1.502859 ,1.928508 ,0.053844 ,0.737601 ,0.241138 ,0.149707 ,0.208995 ,0.323649 ,0.001672 ,0.057314 ,0.000000 ,0.231604 ,0.299224 ,0.000000 ,0.000000 ,0.302122 ,0.347850 ,0.030521 ,0.000000 ,0.002924 ,0.000000 ,0.000000 ,0.301778 ,0.000000 ,0.000000 ,0.411092 ,0.205215 ,0.000000 ,0.000000 ,0.000000 ,0.013313 ,0.048248 ,1.374383 ,0.000000 ,0.870119 ,0.449741 ,0.000000 ,0.707915 ,0.623869 ,1.331784 
CRC.SW.U0066.T,0.086217 ,0.000000 ,0.110000 ,0.027794 ,0.000000 ,0.182920 ,0.006888 ,0.039062 ,0.000000 ,0.000000 ,0.013257 ,0.000000 ,0.000774 ,0.054390 ,0.037718 ,0.080716 ,0.003874 ,0.008866 ,0.000000 ,0.039317 ,0.000000 ,0.004222 ,0.003000 ,0.392705 ,0.920184 ,0.696016 ,0.470798 ,0.307685 ,0.996385 ,1.785190 ,0.000000 ,0.786781 ,0.033702 ,0.174680 ,0.024373 ,0.000000 ,0.178786 ,0.309737 ,0.106765 ,0.008070 ,1.391036 ,0.321345 ,0.585808 ,0.779382 ,0.000000 ,0.310698 ,0.253284 ,0.183493 ,0.209587 ,0.019452 ,1.009101 ,0.057777 ,0.000000 ,0.761589 ,2.740890 ,0.077301 ,0.364074 ,0.013955 ,0.000000 ,0.085113 ,0.124479 ,0.056891 ,0.027584 ,0.573539 ,0.124915 ,0.267992 ,0.227625 ,0.000000 ,0.259492 ,0.010573 ,0.123948 ,0.343532 ,0.034438 ,0.000000 ,0.000000 ,0.021937 ,0.029419 ,0.121686 ,0.434765 ,0.105088 ,0.021682 ,0.358571 ,0.266381 ,0.109656 ,0.139222 ,0.861448 ,0.000000 ,0.000000 ,1.961860 ,0.263426 ,2.086571 ,0.785035 ,2.871606 
CRC.SW.U0067.T,0.014133 ,0.000000 ,0.130468 ,0.346193 ,0.000000 ,0.024188 ,0.142665 ,0.027237 ,0.063243 ,0.000000 ,0.000000 ,0.063589 ,0.000000 ,0.020504 ,0.072190 ,0.176041 ,0.004883 ,0.015260 ,0.008745 ,0.000000 ,0.000000 ,0.013495 ,0.020000 ,0.223323 ,1.003147 ,1.122835 ,1.284770 ,0.071919 ,0.000000 ,1.811203 ,0.713834 ,0.786023 ,0.231148 ,0.276105 ,0.000000 ,0.000000 ,0.237939 ,0.763889 ,1.059510 ,0.105254 ,1.409707 ,0.083522 ,0.550718 ,0.609248 ,0.000000 ,0.401337 ,0.107034 ,0.056254 ,0.043230 ,0.002753 ,0.403890 ,0.000000 ,0.009373 ,0.250016 ,1.659388 ,0.032327 ,0.103117 ,0.236373 ,0.174643 ,0.083726 ,0.180128 ,0.002148 ,0.033126 ,0.327423 ,0.062827 ,0.122496 ,0.163457 ,0.000000 ,0.000000 ,0.104290 ,0.032410 ,0.300611 ,0.006553 ,0.024934 ,0.164998 ,0.273597 ,0.059144 ,1.170770 ,0.379185 ,0.465562 ,0.036090 ,0.141527 ,0.199686 ,0.011074 ,0.042989 ,1.091442 ,0.113083 ,1.410417 ,1.024778 ,0.251728 ,2.719117 ,0.291422 ,3.010539 
CRC.SW.U0069.T,0.034675 ,0.000000 ,0.186173 ,0.011446 ,0.000000 ,0.182845 ,0.000000 ,0.001829 ,0.000000 ,0.000000 ,0.019496 ,0.000128 ,0.000000 ,0.091537 ,0.025582 ,0.085108 ,0.000000 ,0.012890 ,0.000000 ,0.086111 ,0.000000 ,0.080332 ,0.004000 ,0.385776 ,0.923289 ,0.818152 ,0.000000 ,0.000000 ,0.929816 ,0.485098 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.021742 ,0.000000 ,0.328996 ,0.421602 ,0.258080 ,0.379140 ,0.000000 ,0.019139 ,1.171546 ,0.000000 ,0.187800 ,0.000000 ,1.437734 ,0.000000 ,0.000000 ,1.478933 ,1.467417 ,0.043613 ,1.052675 ,0.117530 ,0.116737 ,0.132715 ,0.162588 ,0.111585 ,0.000000 ,0.001990 ,0.128680 ,0.498648 ,0.518105 ,0.000000 ,0.000000 ,0.510082 ,0.020235 ,0.107180 ,0.004920 ,0.361105 ,0.000000 ,0.000000 ,0.198146 ,0.000000 ,0.809784 ,0.262028 ,0.000000 ,0.758961 ,0.000000 ,0.097623 ,0.010329 ,1.246335 ,0.000000 ,0.009424 ,0.984228 ,0.000000 ,1.109043 ,1.304640 ,2.413683 
CRC.SW.U0070.T,0.012547 ,0.000000 ,0.054177 ,0.004140 ,0.000000 ,0.125111 ,0.011985 ,0.001988 ,0.000000 ,0.000000 ,0.024886 ,0.000000 ,0.000000 ,0.082251 ,0.021777 ,0.072872 ,0.010731 ,0.000000 ,0.000000 ,0.023865 ,0.000000 ,0.021882 ,0.021000 ,0.212276 ,0.997077 ,0.468212 ,0.159781 ,0.017977 ,0.444271 ,0.000000 ,0.332665 ,0.020362 ,0.035015 ,0.000000 ,0.000000 ,0.000000 ,0.151694 ,0.152724 ,0.000000 ,0.000000 ,0.583697 ,0.194487 ,0.010541 ,0.546660 ,0.000000 ,0.074182 ,0.141611 ,0.063425 ,0.073447 ,0.000000 ,0.660880 ,0.000000 ,0.031096 ,0.507890 ,0.693221 ,0.013238 ,0.098936 ,0.305587 ,0.077381 ,0.287159 ,0.051298 ,0.101755 ,0.099884 ,0.000000 ,0.166112 ,0.000000 ,0.000000 ,0.000000 ,0.454072 ,0.000653 ,0.025106 ,0.000000 ,0.025281 ,0.111922 ,0.000000 ,0.495653 ,0.000000 ,0.141721 ,0.364086 ,0.117232 ,0.037002 ,0.000000 ,0.000000 ,0.033000 ,0.067140 ,1.454651 ,0.000000 ,0.493831 ,0.000000 ,0.081506 ,0.506092 ,0.410234 ,0.916325 
CRC.SW.U0072.T,0.165406 ,0.015808 ,0.032763 ,0.048335 ,0.000000 ,0.257665 ,0.010670 ,0.043331 ,0.030426 ,0.000000 ,0.022122 ,0.000000 ,0.000000 ,0.132349 ,0.080902 ,0.105126 ,0.000000 ,0.010346 ,0.013252 ,0.036143 ,0.000000 ,0.021098 ,0.008000 ,0.308641 ,0.959028 ,1.025741 ,0.259749 ,0.627121 ,0.310971 ,1.659189 ,0.197090 ,0.939448 ,0.228726 ,0.360960 ,0.000000 ,0.000000 ,0.257214 ,0.522446 ,0.662620 ,0.066743 ,1.270462 ,0.202871 ,0.564189 ,1.225777 ,0.000000 ,0.216824 ,0.508712 ,0.016018 ,0.091685 ,0.000000 ,0.613200 ,0.000000 ,0.013054 ,1.229232 ,2.091485 ,0.070095 ,0.441798 ,0.122874 ,0.105823 ,0.100664 ,0.220009 ,0.046413 ,0.026708 ,0.436658 ,0.128546 ,0.408829 ,0.308914 ,0.000000 ,0.000000 ,0.177578 ,0.050734 ,0.373297 ,0.012114 ,0.178781 ,0.000000 ,0.276270 ,0.020121 ,0.437459 ,0.275684 ,0.171735 ,0.000000 ,0.686441 ,0.095961 ,0.081469 ,0.046603 ,1.255400 ,0.000000 ,0.832591 ,1.179953 ,0.140359 ,2.404009 ,0.874517 ,3.278527 
CRC.SW.U0073.T,0.011637 ,0.000000 ,0.088163 ,0.000523 ,0.000000 ,0.073932 ,0.000000 ,0.000000 ,0.009183 ,0.000000 ,0.003597 ,0.000000 ,0.000000 ,0.007800 ,0.008625 ,0.046317 ,0.000000 ,0.005796 ,0.000000 ,0.020362 ,0.001598 ,0.018083 ,0.001000 ,0.473990 ,0.879986 ,0.295615 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.433143 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.114450 ,0.063156 ,0.000000 ,0.000000 ,0.000000 ,0.384875 ,0.000000 ,0.000000 ,0.523295 ,0.000000 ,0.000000 ,0.335030 ,0.000000 ,0.311154 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.537698 ,0.526676 ,0.112657 ,0.216653 ,0.000000 ,0.000000 ,0.056156 ,0.083133 ,0.048615 ,0.057677 ,0.000000 ,0.000000 ,0.094360 ,0.000000 ,0.000000 ,0.000000 ,0.129908 ,0.068026 ,0.000000 ,0.016731 ,0.015470 ,0.000000 ,0.312032 ,0.074262 ,0.042809 ,0.000000 ,0.183458 ,0.000000 ,0.092487 ,0.000000 ,0.126332 ,0.000000 ,1.924429 ,0.000000 ,0.409118 ,0.315365 ,0.000000 ,0.065735 ,0.167515 ,0.233250 
CRC.SW.U0074.T,0.001212 ,0.009880 ,0.036855 ,0.000000 ,0.000000 ,0.100197 ,0.021360 ,0.004515 ,0.000000 ,0.000000 ,0.021406 ,0.000000 ,0.000000 ,0.020791 ,0.012231 ,0.002279 ,0.000000 ,0.008343 ,0.000000 ,0.042298 ,0.000000 ,0.028531 ,0.020000 ,0.217808 ,0.998217 ,0.309897 ,0.000000 ,0.071497 ,0.000000 ,0.290811 ,0.850822 ,0.303368 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.042097 ,0.000000 ,0.000000 ,0.000000 ,0.131491 ,0.000000 ,0.000000 ,1.310712 ,0.000000 ,0.019292 ,0.063331 ,0.064911 ,0.018979 ,0.115702 ,0.000000 ,0.030993 ,0.061109 ,0.636830 ,0.510567 ,0.049895 ,0.041108 ,0.000000 ,0.013608 ,0.000000 ,0.102730 ,0.094738 ,0.113427 ,0.169971 ,0.000000 ,0.018384 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.242421 ,0.000000 ,0.129301 ,0.200621 ,0.000000 ,0.240317 ,0.103521 ,0.311387 ,0.000000 ,0.245933 ,0.100115 ,0.414824 ,0.735813 ,0.135480 ,0.309900 ,1.378771 ,0.000000 ,0.269867 ,1.509644 ,0.020645 ,0.452243 ,0.067414 ,0.519657 
CRC.SW.U0075.T,0.000000 ,0.003425 ,0.129990 ,0.006694 ,0.000000 ,0.099633 ,0.010831 ,0.019925 ,0.002166 ,0.000000 ,0.018848 ,0.000000 ,0.000000 ,0.119067 ,0.039275 ,0.059038 ,0.000000 ,0.007497 ,0.000000 ,0.058459 ,0.000000 ,0.061145 ,0.008000 ,0.310049 ,0.958342 ,0.635992 ,0.358328 ,0.109177 ,0.088086 ,0.348951 ,0.225986 ,0.145708 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.064356 ,0.000000 ,0.067512 ,0.000000 ,0.326463 ,0.200344 ,0.042001 ,1.382155 ,0.000000 ,0.089719 ,0.243144 ,0.000000 ,0.300933 ,0.000000 ,0.405014 ,0.000000 ,0.029015 ,0.680164 ,0.853509 ,0.122749 ,0.233580 ,0.549539 ,0.167409 ,0.293988 ,0.046684 ,0.075198 ,0.042721 ,0.056146 ,0.000000 ,0.219255 ,0.234603 ,0.000000 ,0.000000 ,0.108883 ,0.062311 ,0.035582 ,0.016356 ,0.502451 ,0.000000 ,0.381490 ,0.227647 ,0.382319 ,0.133563 ,0.396819 ,0.081115 ,0.531408 ,0.040419 ,0.147190 ,0.029724 ,1.449895 ,0.000000 ,0.586490 ,0.629859 ,0.000000 ,1.181298 ,0.378668 ,1.559966 
CRC.SW.U0077.T,0.000000 ,0.000000 ,0.078192 ,0.009190 ,0.000000 ,0.140798 ,0.033472 ,0.018917 ,0.000000 ,0.000000 ,0.018446 ,0.005045 ,0.000000 ,0.044315 ,0.014637 ,0.051578 ,0.000000 ,0.010976 ,0.000000 ,0.047142 ,0.000000 ,0.003885 ,0.015000 ,0.253919 ,0.980851 ,0.476592 ,0.274804 ,0.000000 ,0.000000 ,0.075179 ,0.000000 ,1.172676 ,0.188432 ,0.439607 ,0.000000 ,0.399651 ,0.166315 ,0.171206 ,0.373404 ,0.110307 ,0.379478 ,0.000000 ,0.170725 ,1.350947 ,0.000000 ,0.112744 ,0.069170 ,0.000000 ,0.111875 ,0.000000 ,0.131745 ,0.000000 ,0.000000 ,0.634431 ,1.477909 ,0.028115 ,0.052971 ,0.000000 ,0.000000 ,0.025706 ,0.063984 ,0.000000 ,0.000000 ,0.008782 ,0.166401 ,0.097469 ,0.000000 ,0.000000 ,0.000000 ,0.039454 ,0.012020 ,0.000000 ,0.025119 ,0.000000 ,0.155707 ,0.460290 ,0.465183 ,0.343422 ,0.306988 ,0.095553 ,0.000000 ,0.000000 ,0.000000 ,0.049641 ,0.000000 ,1.461513 ,0.000000 ,1.473886 ,0.339834 ,0.185434 ,0.678951 ,0.100458 ,0.779409 
CRC.SW.U0078.T,0.008001 ,0.012453 ,0.128097 ,0.029326 ,0.000000 ,0.137874 ,0.006104 ,0.005246 ,0.000000 ,0.000000 ,0.010554 ,0.000000 ,0.017090 ,0.027876 ,0.009791 ,0.045773 ,0.005417 ,0.019904 ,0.022848 ,0.047338 ,0.017725 ,0.000000 ,0.003000 ,0.412334 ,0.910648 ,0.551416 ,0.597933 ,0.000000 ,0.000000 ,0.381188 ,0.697781 ,0.600668 ,0.000000 ,0.080894 ,0.000000 ,0.192054 ,0.235787 ,0.182581 ,0.092422 ,0.000000 ,1.700393 ,0.000000 ,0.107954 ,0.904657 ,0.000000 ,0.254909 ,0.462689 ,0.400514 ,0.502713 ,0.039930 ,0.000000 ,0.076929 ,0.000721 ,0.522887 ,0.918109 ,0.066281 ,0.332951 ,0.317199 ,0.131375 ,0.221547 ,0.361383 ,0.068321 ,0.000000 ,0.018603 ,0.130761 ,0.132276 ,0.000000 ,0.000000 ,0.000000 ,0.146158 ,0.031289 ,0.051086 ,0.014242 ,0.000000 ,0.000000 ,0.424863 ,0.020747 ,0.522292 ,0.164114 ,0.269846 ,0.022164 ,0.000000 ,0.048090 ,0.029035 ,0.000000 ,1.089723 ,0.108763 ,0.044200 ,0.842707 ,0.373195 ,1.319112 ,0.231345 ,1.550457 
CRC.SW.U0079.T,0.012815 ,0.000000 ,0.083071 ,0.066037 ,0.000000 ,0.066948 ,0.017416 ,0.026130 ,0.012143 ,0.000000 ,0.003276 ,0.008113 ,0.000000 ,0.052984 ,0.018633 ,0.096246 ,0.001582 ,0.009259 ,0.011025 ,0.000000 ,0.002023 ,0.008185 ,0.008000 ,0.306872 ,0.957452 ,0.495885 ,0.622889 ,0.117028 ,0.000000 ,0.186590 ,0.591272 ,0.232990 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.183112 ,0.685494 ,0.422117 ,0.058791 ,0.399630 ,0.052260 ,0.004372 ,0.298231 ,0.000000 ,0.267481 ,0.257512 ,0.000000 ,0.057627 ,0.006885 ,0.578227 ,0.000000 ,0.014540 ,0.770666 ,1.621707 ,0.022997 ,0.315646 ,0.303154 ,0.197802 ,0.169931 ,0.043564 ,0.071975 ,0.013851 ,0.000000 ,0.251780 ,0.000000 ,0.000000 ,0.000000 ,0.204392 ,0.057653 ,0.058096 ,0.000000 ,0.043154 ,0.000000 ,0.000000 ,0.413820 ,0.143832 ,0.365239 ,0.362820 ,0.337499 ,0.032974 ,0.179331 ,0.107581 ,0.033518 ,0.126482 ,1.582753 ,0.000000 ,1.257375 ,0.424307 ,0.005906 ,0.990855 ,0.476383 ,1.467238 
CRC.SW.U0080.T,0.001841 ,0.000000 ,0.015151 ,0.008996 ,0.000000 ,0.173154 ,0.000000 ,0.000000 ,0.011352 ,0.000000 ,0.024393 ,0.000000 ,0.000000 ,0.094269 ,0.032216 ,0.034835 ,0.006180 ,0.000000 ,0.000000 ,0.029420 ,0.000000 ,0.000000 ,0.104000 ,0.097086 ,1.061738 ,0.431807 ,0.311509 ,0.000000 ,0.000000 ,0.000000 ,0.079343 ,0.637506 ,0.216888 ,0.295661 ,0.000000 ,0.336655 ,0.252311 ,0.368921 ,0.455922 ,0.009315 ,0.315464 ,0.000000 ,0.154946 ,0.732236 ,0.000000 ,0.103559 ,0.289823 ,0.000000 ,0.095100 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.700291 ,1.373852 ,0.028991 ,0.098534 ,0.208245 ,0.083995 ,0.047678 ,0.026106 ,0.007511 ,0.025890 ,0.000000 ,0.000000 ,0.123880 ,0.000000 ,0.000000 ,0.000000 ,0.135334 ,0.025178 ,0.000000 ,0.016954 ,0.000000 ,0.077930 ,0.622279 ,0.000000 ,0.349355 ,0.012530 ,0.066885 ,0.000000 ,0.000000 ,0.000000 ,0.025465 ,0.000000 ,1.810613 ,0.000000 ,1.202269 ,0.811364 ,0.053345 ,0.720282 ,0.144911 ,0.865194 
CRC.SW.U0081.T,0.014516 ,0.000000 ,0.066595 ,0.023050 ,0.000000 ,0.111081 ,0.011413 ,0.005512 ,0.000000 ,0.000000 ,0.020233 ,0.000000 ,0.000000 ,0.043723 ,0.010357 ,0.040147 ,0.000000 ,0.002315 ,0.000000 ,0.028879 ,0.000000 ,0.013304 ,0.007000 ,0.322849 ,0.951342 ,0.391127 ,0.000000 ,0.032658 ,0.069054 ,0.000000 ,0.237678 ,0.058551 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.203743 ,0.115727 ,0.004281 ,0.000000 ,0.000000 ,0.233564 ,0.000000 ,1.675207 ,0.000000 ,0.000000 ,0.229898 ,0.196316 ,0.114555 ,0.048193 ,0.285909 ,0.000000 ,0.043321 ,1.007921 ,0.775879 ,0.061690 ,0.136276 ,0.062900 ,0.051701 ,0.047646 ,0.000000 ,0.176537 ,0.077295 ,0.000000 ,0.109892 ,0.049384 ,0.000000 ,0.000000 ,0.205681 ,0.050729 ,0.143449 ,0.000000 ,0.073145 ,0.000000 ,0.000000 ,0.416234 ,0.316000 ,0.152373 ,0.092065 ,0.115987 ,0.124028 ,0.433082 ,0.256002 ,0.179753 ,0.200059 ,1.970012 ,0.000000 ,0.307922 ,0.752246 ,0.000000 ,0.249962 ,0.274232 ,0.524194 
CRC.SW.U0082.T,0.009030 ,0.000000 ,0.234540 ,0.003797 ,0.000000 ,0.118032 ,0.000000 ,0.012959 ,0.010386 ,0.000000 ,0.039090 ,0.000000 ,0.000000 ,0.102024 ,0.009480 ,0.037000 ,0.000000 ,0.014289 ,0.000000 ,0.074922 ,0.007117 ,0.000000 ,0.001000 ,0.485910 ,0.873731 ,0.672667 ,0.072334 ,0.067004 ,0.000000 ,0.682423 ,0.752374 ,0.060995 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.138121 ,0.000000 ,0.159021 ,0.000000 ,0.941427 ,0.000000 ,0.226267 ,0.423864 ,0.000000 ,0.237410 ,0.529476 ,0.600048 ,0.449019 ,0.033558 ,0.172238 ,0.000000 ,0.027545 ,0.437070 ,2.553723 ,0.191047 ,0.440658 ,0.067506 ,0.043210 ,0.000000 ,0.267511 ,0.102310 ,0.105462 ,0.144734 ,0.230073 ,0.498083 ,0.017921 ,0.000000 ,0.185265 ,0.197364 ,0.023131 ,0.034598 ,0.009008 ,0.119491 ,0.000000 ,0.415766 ,0.044067 ,0.754171 ,0.716102 ,0.598239 ,0.037603 ,0.709704 ,0.146835 ,0.229370 ,0.050982 ,0.940502 ,0.000000 ,0.838130 ,1.450806 ,0.039532 ,1.328208 ,0.384359 ,1.712567 
